,名称,カテゴリー,アドレス,アクセス,築年数,構造,階数,家賃,管理費,敷金,礼金,間取り,面積,URL
114,東急目黒線 武蔵小山駅 5階建 築3年,賃貸マンション,東京都目黒区目黒本町５,東急目黒線/西小山駅 歩9分,築3年,5階建,4階,16.4万円,12000円,16.4万円,16.4万円,1LDK,40m2,https://suumo.jp/chintai/jnc_000086747287/
115,東急目黒線 武蔵小山駅 5階建 築3年,賃貸マンション,東京都目黒区目黒本町５,東急目黒線/不動前駅 歩18分,築3年,5階建,4階,16.4万円,12000円,16.4万円,16.4万円,1LDK,40m2,https://suumo.jp/chintai/jnc_000086747287/
116,東急目黒線 武蔵小山駅 4階建 築7年,賃貸マンション,東京都目黒区目黒本町５,東急目黒線/武蔵小山駅 歩8分,築7年,4階建,4階,13.1万円,4000円,13.1万円,13.1万円,1LDK,32.13m2,https://suumo.jp/chintai/jnc_000051726554/
117,東急目黒線 武蔵小山駅 4階建 築7年,賃貸マンション,東京都目黒区目黒本町５,東急目黒線/西小山駅 歩5分,築7年,4階建,4階,13.1万円,4000円,13.1万円,13.1万円,1LDK,32.13m2,https://suumo.jp/chintai/jnc_000051726554/
118,東急目黒線 武蔵小山駅 4階建 築7年,賃貸マンション,東京都目黒区目黒本町５,東急池上線/戸越銀座駅 歩23分,築7年,4階建,4階,13.1万円,4000円,13.1万円,13.1万円,1LDK,32.13m2,https://suumo.jp/chintai/jnc_000051726554/
119,エルファーロ都立大学,賃貸マンション,東京都目黒区中根１,東急東横線/都立大学駅 歩4分,新築,4階建,4階,12.3万円,10000円,-,-,1LDK,27.49m2,https://suumo.jp/chintai/jnc_000086634629/
120,エルファーロ都立大学,賃貸マンション,東京都目黒区中根１,東急東横線/都立大学駅 歩4分,新築,4階建,1階,12.3万円,10000円,-,-,1LDK,27.49m2,https://suumo.jp/chintai/jnc_000086634620/
121,エルファーロ都立大学,賃貸マンション,東京都目黒区中根１,東急東横線/都立大学駅 歩4分,新築,4階建,4階,12.4万円,10000円,-,-,1LDK,27.49m2,https://suumo.jp/chintai/jnc_000086634628/
122,エルファーロ都立大学,賃貸マンション,東京都目黒区中根１,東急東横線/都立大学駅 歩4分,新築,4階建,1階,12.4万円,10000円,-,-,1LDK,27.49m2,https://suumo.jp/chintai/jnc_000086634619/
123,エルファーロ都立大学,賃貸マンション,東京都目黒区中根１,東急東横線/都立大学駅 歩4分,新築,4階建,4階,12.4万円,10000円,-,-,1LDK,27.49m2,https://suumo.jp/chintai/jnc_000086687799/
124,エルファーロ都立大学,賃貸マンション,東京都目黒区中根１,東急東横線/都立大学駅 歩4分,新築,4階建,3階,12.7万円,10000円,-,-,1LDK,27.49m2,https://suumo.jp/chintai/jnc_000086634626/
125,エルファーロ都立大学,賃貸マンション,東京都目黒区中根１,東急東横線/都立大学駅 歩4分,新築,4階建,2階,12.7万円,10000円,-,-,1LDK,27.49m2,https://suumo.jp/chintai/jnc_000086634623/
126,エルファーロ都立大学,賃貸マンション,東京都目黒区中根１,東急東横線/都立大学駅 歩4分,新築,4階建,2階,12.7万円,10000円,-,-,1LDK,27.49m2,https://suumo.jp/chintai/jnc_000086687801/
127,エルファーロ都立大学,賃貸マンション,東京都目黒区中根１,東急東横線/都立大学駅 歩4分,新築,4階建,3階,12.8万円,10000円,-,-,1LDK,27.49m2,https://suumo.jp/chintai/jnc_000086634625/
128,エルファーロ都立大学,賃貸マンション,東京都目黒区中根１,東急東横線/都立大学駅 歩4分,新築,4階建,2階,12.8万円,10000円,-,-,1LDK,27.49m2,https://suumo.jp/chintai/jnc_000086634622/
129,エルファーロ都立大学,賃貸マンション,東京都目黒区中根１,東急東横線/都立大学駅 歩4分,新築,4階建,3階,12.8万円,10000円,-,-,1LDK,27.49m2,https://suumo.jp/chintai/jnc_000086687800/
130,エルファーロ都立大学,賃貸マンション,東京都目黒区中根１,東急東横線/都立大学駅 歩4分,新築,4階建,1階,22.8万円,15000円,-,-,2LDK,45.61m2,https://suumo.jp/chintai/jnc_000086634621/
131,エルファーロ都立大学,賃貸マンション,東京都目黒区中根１,東急東横線/都立大学駅 歩4分,新築,4階建,3階,22.8万円,15000円,-,-,2LDK,45.61m2,https://suumo.jp/chintai/jnc_000086680335/
132,エルファーロ都立大学,賃貸マンション,東京都目黒区中根１,東急東横線/都立大学駅 歩4分,新築,4階建,2階,23.3万円,10000円,-,-,2LDK,45.61m2,https://suumo.jp/chintai/jnc_000086640402/
133,エルファーロ都立大学,賃貸マンション,東京都目黒区中根１,東急東横線/都立大学駅 歩4分,新築,4階建,3階,23.3万円,15000円,-,-,2LDK,45.61m2,https://suumo.jp/chintai/jnc_000086634627/
134,エルファーロ都立大学,賃貸マンション,東京都目黒区中根１,東急東横線/都立大学駅 歩4分,新築,4階建,2階,23.3万円,15000円,-,-,2LDK,45.61m2,https://suumo.jp/chintai/jnc_000086634624/
135,エルファーロ都立大学,賃貸マンション,東京都目黒区中根１,東急大井町線/緑が丘駅 歩12分,新築,4階建,4階,12.3万円,10000円,-,-,1LDK,27.49m2,https://suumo.jp/chintai/jnc_000086634629/
136,エルファーロ都立大学,賃貸マンション,東京都目黒区中根１,東急大井町線/緑が丘駅 歩12分,新築,4階建,1階,12.3万円,10000円,-,-,1LDK,27.49m2,https://suumo.jp/chintai/jnc_000086634620/
137,エルファーロ都立大学,賃貸マンション,東京都目黒区中根１,東急大井町線/緑が丘駅 歩12分,新築,4階建,4階,12.4万円,10000円,-,-,1LDK,27.49m2,https://suumo.jp/chintai/jnc_000086634628/
138,エルファーロ都立大学,賃貸マンション,東京都目黒区中根１,東急大井町線/緑が丘駅 歩12分,新築,4階建,1階,12.4万円,10000円,-,-,1LDK,27.49m2,https://suumo.jp/chintai/jnc_000086634619/
139,エルファーロ都立大学,賃貸マンション,東京都目黒区中根１,東急大井町線/緑が丘駅 歩12分,新築,4階建,4階,12.4万円,10000円,-,-,1LDK,27.49m2,https://suumo.jp/chintai/jnc_000086687799/
140,エルファーロ都立大学,賃貸マンション,東京都目黒区中根１,東急大井町線/緑が丘駅 歩12分,新築,4階建,3階,12.7万円,10000円,-,-,1LDK,27.49m2,https://suumo.jp/chintai/jnc_000086634626/
141,エルファーロ都立大学,賃貸マンション,東京都目黒区中根１,東急大井町線/緑が丘駅 歩12分,新築,4階建,2階,12.7万円,10000円,-,-,1LDK,27.49m2,https://suumo.jp/chintai/jnc_000086634623/
142,エルファーロ都立大学,賃貸マンション,東京都目黒区中根１,東急大井町線/緑が丘駅 歩12分,新築,4階建,2階,12.7万円,10000円,-,-,1LDK,27.49m2,https://suumo.jp/chintai/jnc_000086687801/
143,エルファーロ都立大学,賃貸マンション,東京都目黒区中根１,東急大井町線/緑が丘駅 歩12分,新築,4階建,3階,12.8万円,10000円,-,-,1LDK,27.49m2,https://suumo.jp/chintai/jnc_000086634625/
144,エルファーロ都立大学,賃貸マンション,東京都目黒区中根１,東急大井町線/緑が丘駅 歩12分,新築,4階建,2階,12.8万円,10000円,-,-,1LDK,27.49m2,https://suumo.jp/chintai/jnc_000086634622/
145,エルファーロ都立大学,賃貸マンション,東京都目黒区中根１,東急大井町線/緑が丘駅 歩12分,新築,4階建,3階,12.8万円,10000円,-,-,1LDK,27.49m2,https://suumo.jp/chintai/jnc_000086687800/
146,エルファーロ都立大学,賃貸マンション,東京都目黒区中根１,東急大井町線/緑が丘駅 歩12分,新築,4階建,1階,22.8万円,15000円,-,-,2LDK,45.61m2,https://suumo.jp/chintai/jnc_000086634621/
147,エルファーロ都立大学,賃貸マンション,東京都目黒区中根１,東急大井町線/緑が丘駅 歩12分,新築,4階建,3階,22.8万円,15000円,-,-,2LDK,45.61m2,https://suumo.jp/chintai/jnc_000086680335/
148,エルファーロ都立大学,賃貸マンション,東京都目黒区中根１,東急大井町線/緑が丘駅 歩12分,新築,4階建,2階,23.3万円,10000円,-,-,2LDK,45.61m2,https://suumo.jp/chintai/jnc_000086640402/
149,エルファーロ都立大学,賃貸マンション,東京都目黒区中根１,東急大井町線/緑が丘駅 歩12分,新築,4階建,3階,23.3万円,15000円,-,-,2LDK,45.61m2,https://suumo.jp/chintai/jnc_000086634627/
150,エルファーロ都立大学,賃貸マンション,東京都目黒区中根１,東急大井町線/緑が丘駅 歩12分,新築,4階建,2階,23.3万円,15000円,-,-,2LDK,45.61m2,https://suumo.jp/chintai/jnc_000086634624/
151,エルファーロ都立大学,賃貸マンション,東京都目黒区中根１,東急東横線/自由が丘駅 歩19分,新築,4階建,4階,12.3万円,10000円,-,-,1LDK,27.49m2,https://suumo.jp/chintai/jnc_000086634629/
152,エルファーロ都立大学,賃貸マンション,東京都目黒区中根１,東急東横線/自由が丘駅 歩19分,新築,4階建,1階,12.3万円,10000円,-,-,1LDK,27.49m2,https://suumo.jp/chintai/jnc_000086634620/
153,エルファーロ都立大学,賃貸マンション,東京都目黒区中根１,東急東横線/自由が丘駅 歩19分,新築,4階建,4階,12.4万円,10000円,-,-,1LDK,27.49m2,https://suumo.jp/chintai/jnc_000086634628/
154,エルファーロ都立大学,賃貸マンション,東京都目黒区中根１,東急東横線/自由が丘駅 歩19分,新築,4階建,1階,12.4万円,10000円,-,-,1LDK,27.49m2,https://suumo.jp/chintai/jnc_000086634619/
155,エルファーロ都立大学,賃貸マンション,東京都目黒区中根１,東急東横線/自由が丘駅 歩19分,新築,4階建,4階,12.4万円,10000円,-,-,1LDK,27.49m2,https://suumo.jp/chintai/jnc_000086687799/
156,エルファーロ都立大学,賃貸マンション,東京都目黒区中根１,東急東横線/自由が丘駅 歩19分,新築,4階建,3階,12.7万円,10000円,-,-,1LDK,27.49m2,https://suumo.jp/chintai/jnc_000086634626/
157,エルファーロ都立大学,賃貸マンション,東京都目黒区中根１,東急東横線/自由が丘駅 歩19分,新築,4階建,2階,12.7万円,10000円,-,-,1LDK,27.49m2,https://suumo.jp/chintai/jnc_000086634623/
158,エルファーロ都立大学,賃貸マンション,東京都目黒区中根１,東急東横線/自由が丘駅 歩19分,新築,4階建,2階,12.7万円,10000円,-,-,1LDK,27.49m2,https://suumo.jp/chintai/jnc_000086687801/
159,エルファーロ都立大学,賃貸マンション,東京都目黒区中根１,東急東横線/自由が丘駅 歩19分,新築,4階建,3階,12.8万円,10000円,-,-,1LDK,27.49m2,https://suumo.jp/chintai/jnc_000086634625/
160,エルファーロ都立大学,賃貸マンション,東京都目黒区中根１,東急東横線/自由が丘駅 歩19分,新築,4階建,2階,12.8万円,10000円,-,-,1LDK,27.49m2,https://suumo.jp/chintai/jnc_000086634622/
161,エルファーロ都立大学,賃貸マンション,東京都目黒区中根１,東急東横線/自由が丘駅 歩19分,新築,4階建,3階,12.8万円,10000円,-,-,1LDK,27.49m2,https://suumo.jp/chintai/jnc_000086687800/
162,エルファーロ都立大学,賃貸マンション,東京都目黒区中根１,東急東横線/自由が丘駅 歩19分,新築,4階建,1階,22.8万円,15000円,-,-,2LDK,45.61m2,https://suumo.jp/chintai/jnc_000086634621/
163,エルファーロ都立大学,賃貸マンション,東京都目黒区中根１,東急東横線/自由が丘駅 歩19分,新築,4階建,3階,22.8万円,15000円,-,-,2LDK,45.61m2,https://suumo.jp/chintai/jnc_000086680335/
164,エルファーロ都立大学,賃貸マンション,東京都目黒区中根１,東急東横線/自由が丘駅 歩19分,新築,4階建,2階,23.3万円,10000円,-,-,2LDK,45.61m2,https://suumo.jp/chintai/jnc_000086640402/
165,エルファーロ都立大学,賃貸マンション,東京都目黒区中根１,東急東横線/自由が丘駅 歩19分,新築,4階建,3階,23.3万円,15000円,-,-,2LDK,45.61m2,https://suumo.jp/chintai/jnc_000086634627/
166,エルファーロ都立大学,賃貸マンション,東京都目黒区中根１,東急東横線/自由が丘駅 歩19分,新築,4階建,2階,23.3万円,15000円,-,-,2LDK,45.61m2,https://suumo.jp/chintai/jnc_000086634624/
167,ＪＲ山手線 目黒駅 4階建 築6年,賃貸マンション,東京都目黒区下目黒３,ＪＲ山手線/目黒駅 歩10分,築6年,4階建,1階,15.3万円,5000円,15.3万円,30.6万円,1LDK,40.58m2,https://suumo.jp/chintai/jnc_000078075818/
168,ＪＲ山手線 目黒駅 4階建 築6年,賃貸マンション,東京都目黒区下目黒３,東急目黒線/不動前駅 歩6分,築6年,4階建,1階,15.3万円,5000円,15.3万円,30.6万円,1LDK,40.58m2,https://suumo.jp/chintai/jnc_000078075818/
169,ＪＲ山手線 目黒駅 4階建 築6年,賃貸マンション,東京都目黒区下目黒３,ＪＲ山手線/五反田駅 歩17分,築6年,4階建,1階,15.3万円,5000円,15.3万円,30.6万円,1LDK,40.58m2,https://suumo.jp/chintai/jnc_000078075818/
170,東急目黒線 西小山駅 4階建 築11年,賃貸マンション,東京都目黒区目黒本町５,東急目黒線/西小山駅 歩5分,築11年,4階建,2階,11万円,5000円,11万円,11万円,ワンルーム,26.1m2,https://suumo.jp/chintai/jnc_000073290747/
171,東急目黒線 西小山駅 4階建 築11年,賃貸マンション,東京都目黒区目黒本町５,東急目黒線/西小山駅 歩5分,築11年,4階建,3階,14万円,5000円,14万円,14万円,1LDK,40.53m2,https://suumo.jp/chintai/jnc_000086298089/
172,東急目黒線 西小山駅 4階建 築11年,賃貸マンション,東京都目黒区目黒本町５,東急目黒線/西小山駅 歩5分,築11年,4階建,3階,15.3万円,5000円,15.3万円,15.3万円,2DK,40.12m2,https://suumo.jp/chintai/jnc_000068739592/
173,東急目黒線 西小山駅 4階建 築11年,賃貸マンション,東京都目黒区目黒本町５,東急目黒線/武蔵小山駅 歩9分,築11年,4階建,2階,11万円,5000円,11万円,11万円,ワンルーム,26.1m2,https://suumo.jp/chintai/jnc_000073290747/
174,東急目黒線 西小山駅 4階建 築11年,賃貸マンション,東京都目黒区目黒本町５,東急目黒線/武蔵小山駅 歩9分,築11年,4階建,3階,14万円,5000円,14万円,14万円,1LDK,40.53m2,https://suumo.jp/chintai/jnc_000086298089/
175,東急目黒線 西小山駅 4階建 築11年,賃貸マンション,東京都目黒区目黒本町５,東急目黒線/武蔵小山駅 歩9分,築11年,4階建,3階,15.3万円,5000円,15.3万円,15.3万円,2DK,40.12m2,https://suumo.jp/chintai/jnc_000068739592/
176,東急目黒線 西小山駅 4階建 築11年,賃貸マンション,東京都目黒区目黒本町５,東急目黒線/洗足駅 歩16分,築11年,4階建,2階,11万円,5000円,11万円,11万円,ワンルーム,26.1m2,https://suumo.jp/chintai/jnc_000073290747/
177,東急目黒線 西小山駅 4階建 築11年,賃貸マンション,東京都目黒区目黒本町５,東急目黒線/洗足駅 歩16分,築11年,4階建,3階,14万円,5000円,14万円,14万円,1LDK,40.53m2,https://suumo.jp/chintai/jnc_000086298089/
178,東急目黒線 西小山駅 4階建 築11年,賃貸マンション,東京都目黒区目黒本町５,東急目黒線/洗足駅 歩16分,築11年,4階建,3階,15.3万円,5000円,15.3万円,15.3万円,2DK,40.12m2,https://suumo.jp/chintai/jnc_000068739592/
179,PASEO目黒,賃貸マンション,東京都目黒区下目黒２,ＪＲ山手線/目黒駅 歩8分,築4年,4階建,4階,11.9万円,10000円,-,-,ワンルーム,24.4m2,https://suumo.jp/chintai/jnc_000076002819/
180,PASEO目黒,賃貸マンション,東京都目黒区下目黒２,ＪＲ山手線/目黒駅 歩8分,築4年,4階建,4階,18.3万円,-,-,-,2DK,40.75m2,https://suumo.jp/chintai/jnc_000086717111/
181,PASEO目黒,賃貸マンション,東京都目黒区下目黒２,ＪＲ山手線/目黒駅 歩8分,築4年,4階建,4階,18.3万円,12000円,-,-,1LDK,40.75m2,https://suumo.jp/chintai/jnc_000085963153/
182,PASEO目黒,賃貸マンション,東京都目黒区下目黒２,ＪＲ山手線/目黒駅 歩8分,築4年,4階建,1階,19.7万円,12000円,-,-,1SLDK,45.66m2,https://suumo.jp/chintai/jnc_000086509846/
183,PASEO目黒,賃貸マンション,東京都目黒区下目黒２,ＪＲ山手線/目黒駅 歩8分,築4年,4階建,1階,20.2万円,12000円,-,-,2LDK,45.66m2,https://suumo.jp/chintai/jnc_000076540745/
184,PASEO目黒,賃貸マンション,東京都目黒区下目黒２,東急目黒線/不動前駅 歩11分,築4年,4階建,4階,11.9万円,10000円,-,-,ワンルーム,24.4m2,https://suumo.jp/chintai/jnc_000076002819/
185,PASEO目黒,賃貸マンション,東京都目黒区下目黒２,東急目黒線/不動前駅 歩11分,築4年,4階建,4階,18.3万円,-,-,-,2DK,40.75m2,https://suumo.jp/chintai/jnc_000086717111/
186,PASEO目黒,賃貸マンション,東京都目黒区下目黒２,東急目黒線/不動前駅 歩11分,築4年,4階建,4階,18.3万円,12000円,-,-,1LDK,40.75m2,https://suumo.jp/chintai/jnc_000085963153/
187,PASEO目黒,賃貸マンション,東京都目黒区下目黒２,東急目黒線/不動前駅 歩11分,築4年,4階建,1階,19.7万円,12000円,-,-,1SLDK,45.66m2,https://suumo.jp/chintai/jnc_000086509846/
188,PASEO目黒,賃貸マンション,東京都目黒区下目黒２,東急目黒線/不動前駅 歩11分,築4年,4階建,1階,20.2万円,12000円,-,-,2LDK,45.66m2,https://suumo.jp/chintai/jnc_000076540745/
189,PASEO目黒,賃貸マンション,東京都目黒区下目黒２,ＪＲ山手線/五反田駅 歩20分,築4年,4階建,4階,11.9万円,10000円,-,-,ワンルーム,24.4m2,https://suumo.jp/chintai/jnc_000076002819/
190,PASEO目黒,賃貸マンション,東京都目黒区下目黒２,ＪＲ山手線/五反田駅 歩20分,築4年,4階建,4階,18.3万円,-,-,-,2DK,40.75m2,https://suumo.jp/chintai/jnc_000086717111/
191,PASEO目黒,賃貸マンション,東京都目黒区下目黒２,ＪＲ山手線/五反田駅 歩20分,築4年,4階建,4階,18.3万円,12000円,-,-,1LDK,40.75m2,https://suumo.jp/chintai/jnc_000085963153/
192,PASEO目黒,賃貸マンション,東京都目黒区下目黒２,ＪＲ山手線/五反田駅 歩20分,築4年,4階建,1階,19.7万円,12000円,-,-,1SLDK,45.66m2,https://suumo.jp/chintai/jnc_000086509846/
